label,title,x,y,size
9,Charles Xavier,-0.4139747103071925,-0.23709183928620975,70
8,Clea,-0.04463803602463798,0.04641891980921932,73
9,Clint Barton,-0.5633225246639156,0.259539070185896,25
4,Cloak,0.281484519589167,0.30656505767034825,78
3,Cloud 9,-0.39445114208366105,0.49975371958026443,17
7,Colleen Wing,0.3983563323015604,-0.011638883081635448,57
6,Colossus,-0.15564570539217323,-0.23941562155382826,651
6,Constrictor,0.16247315035015214,-0.0360905462441736,33
8,Crimson Dynamo,-0.20943185470229306,0.1786592758380022,34
8,Crossbones,0.19933277281382702,0.16385434312533137,46
3,Crystal,-0.3410036279196891,0.2746675846784506,106
4,Curt Conners,0.5273703608104366,0.46714741598352477,18
2,Cyclops,-0.0570487097127842,-0.35338380071736414,897
9,Cypher,-0.15080446062804062,0.6535718087383074,17
4,Dagger,0.37603836348223424,0.29827416434021736,73
4,Daily Bugle,0.38776155094244275,0.5460381363577135,2
9,Daimon Hellstrom,-0.24893750604833936,0.18456663514533592,39
5,Daken,0.17278471641776444,-0.2762787357975513,72
1,Dakota North,0.8614202077263466,-0.17109649705053465,12
9,Dani Moonstar,-0.4855062038648904,-0.2930092662123083,42
3,Daredevil,0.03228069077855645,0.4368970101931716,954
9,Dark Avengers,-0.17392697485956624,0.11859605653837747,56
2,Dark Beast,0.00757035014280263,-0.6640626130557176,10
2,Dark Phoenix,-0.03058184326548493,-0.5455061989327996,19
2,Dark X-Men,0.004324097429537812,-0.6606857765708665,7
4,Darkhawk,0.01835908423515393,0.5183515320011791,25
9,Darkstar,-0.2699368566230735,-0.08990366438910737,22
2,Dazzler,-0.00018236867026077407,-0.3154330073874352,197
4,Deadpool,0.20184645954585875,0.30484536117401834,708
0,Death,-0.061483639171922316,-0.2003195408582802,25
2,Deathbird,-0.126532845507861,-0.455995583277859,33
7,Deathcry,-0.45402521703950416,0.42144421434886153,5
8,Deathlok,0.0905415631443139,0.14692202145004052,86
9,Debrii,-0.6450208082881015,0.15024691107892446,6
8,Defenders,-0.41232323008501504,0.046836973954317254,189
4,Demogoblin,0.42314326460354734,0.43216111954843783,5
2,Destiny,-0.021163099845026723,-0.47527239641825364,41
1,Devos,-0.7945243287022451,-0.4076512627886374,1
3,Doctor Doom,-0.2342181197084934,0.45747962966560324,290
4,Doctor Octopus,0.42986456762753295,0.4719962688386503,128
4,Doctor Strange,0.1234298303965855,0.45952636439727934,662
1,Dog Brother #1,-0.7737268922109919,-0.44632596346173237,9
6,Domino,-0.2528223950209729,-0.27838152556192586,211
0,Doop,0.22405296421082324,-0.17434306316294082,34
4,Dormammu,0.2888290003834144,0.34962915212705964,52
8,Dracula,0.24113057026708817,0.17226876304518304,49
6,Dragon Man,-0.3879423147458765,-0.04190751532961872,33
0,Drax,-0.017364574206897975,0.1915203903622708,56
8,Dum Dum Dugan,-0.25100847547752775,0.23084931950547383,34
9,Echo,-0.25438021153099005,0.1664657959555858,30
4,Eddie Brock,0.4995752019397876,0.511821289072158,100
3,Edwin Jarvis,-0.3061777880836461,0.3983712689908076,92
0,Ego,-0.034497764050334334,0.1767761467801027,13
4,Electro,0.3683925521041071,0.3343997723912647,81
5,Elektra,0.2519559053723918,-0.012051204830231992,160
2,Elixir,-0.16337492099296638,-0.5131139337988176,15
2,Emma Frost,-0.06652108061812304,-0.44837726317733145,354
6,Emplate,-0.17205834036093673,-0.5268751960634711,10
1,Eternals,0.37654012217732946,-0.2302980462741074,50
8,Eternity,-0.042735899566026615,0.19485117781358305,16
5,Excalibur,-0.4002818792192232,-0.09338793405418792,172
5,Exiles,0.37274241158633636,-0.045410359571409695,111
2,Exodus,-0.06958317182583956,-0.5799664652169616,24
3,Falcon,-0.20445383408222834,0.4202161843672484,185
2,Famine,0.10052711347774976,-0.5824680513897805,15
4,Fantastic Four,0.09063419507862376,0.3946557662786746,1198
2,Fantomex,-0.08236861164011272,-0.4835895818622258,52
1,Fat Cobra,0.8766071934320032,-0.08410089783655604,14
4,Felicia Hardy,0.5189590227554182,0.529153200569769,2
1,Feral,-0.7494211473330556,-0.2721842549770088,5
3,Firebird,-0.28399937010215887,0.39583686738020774,28
2,Firelord,-0.19004684006753808,-0.292555012156599,35
3,Firestar,-0.19958458724075737,0.41294806348489566,90
5,Foggy Nelson,0.09428370624082337,0.3282360532792716,35
7,Force Works,-0.5922048583814752,-0.0355809782738556,10
2,Forge,-0.047262837202781266,-0.40579521021963777,134
3,Forgotten One,-0.39445114209411164,0.49975371957204334,2
6,Frank Castle,0.549288416105457,-0.5222598639950113,4
2,Frankenstein's Monster,0.12649006048921518,-0.48931402354671594,26
4,Franklin Richards,0.3748058255975498,0.28839713834174774,46
9,Frog-Man,-0.3782167686198408,0.29239568410691397,2
3,Galactus,-0.29465310876038764,0.27508568066073485,162
6,Gambit,-0.2023764501914945,-0.19698397685145674,404
0,Gamora,0.12384738036013514,0.09153930805437428,45
8,Gargoyle,0.6530237222111407,0.04540256874404976,4
2,Gateway,-0.014036995298606603,-0.5587711520702195,29
6,Generation X,0.36957374703403667,-0.2915689505106258,95
2,Genesis,0.031023661293960253,-0.6982238720683575,16
8,Giant Man,0.08774932526757744,0.3369438079007869,46
0,Gideon,0.4404048758788399,-0.09530985974962838,18
1,Glorian,0.22280079944965692,0.8824842953410249,3
2,Goblin Queen,-0.020602306031574057,-0.6177202541422904,9
9,Gorgon,-0.39809538149433976,0.1854918414464152,60
3,Gorilla Man,-0.24560719535020548,0.3697148582344085,17
4,Gravity,0.25860288092795086,0.35572357908021973,23
8,Grey Gargoyle,-0.02179083745412691,0.14011934707043733,23
3,Grim Reaper,-0.2603363080868727,0.36148514000051374,30
0,Groot,0.33840176248174436,0.03451610073595425,33
6,Guardian,0.27746750456851305,-0.3169157282018428,31
0,Guardians of the Galaxy,-0.04057857321591822,0.1773643614839901,247
7,GW Bridge,0.7066987782127089,-0.09353190738734003,22
4,Gwen Stacy,0.475208738966806,0.47264548914925447,70
2,H.A.M.M.E.R.,-0.23596011665647534,-0.5004492556573866,7
3,Hank Pym,-0.22227605328070318,0.4308841413305526,227
2,Harpoon,-0.014586866361959104,-0.6539009136291422,13
4,Harry Osborn,0.47172350580714867,0.4452893489242907,91
8,Havok,0.07546700048844981,-0.3450391531926622,290
3,Hawkeye,-0.2606192864496528,0.4433534202181347,493
9,Hellion,-0.2243678451608663,-0.3879829956154385,18
3,Henry Peter Gyrich,-0.3761341568181988,0.42331840198150994,12
2,Hepzibah,0.055853452717195134,-0.5432525154690149,37
3,Hercules,-0.2944972461903302,0.35938957413084255,207
7,Heroes For Hire,0.45199370730518906,-0.05120621880687022,77
0,High Evolutionary,0.11657755348894393,0.4025163109486769,36
7,Hiroim,-0.8064953095916816,-0.008380523488900442,4
2,Hope Summers,-0.05850288869815085,-0.45804481211553105,85
8,Howard The Duck,0.3211482462543655,-0.002022726998798073,93
3,Hulk,-0.04431061709195742,0.5152839301894676,1480
3,Hulkling,-0.3248461319462888,0.39855716105836997,19
5,Human Robot,0.4605844154380257,-0.0720958526786767,13
3,Human Torch,-0.01673877663774677,0.4425805582874967,1028
4,Humbug,0.46397669332570457,0.4041935660138386,6
2,Husk,-0.030864337252337806,-0.5588759594335765,39
2,Hussar,0.006914272326221792,-0.5555602383399183,8
4,Hydra,0.20037517272509583,0.33827303617527865,136
4,Hydro-Man,0.33557506578563406,0.44834697073119056,8
3,Iceman,-0.012213607014053215,0.07352194981061089,512
9,Illuminati,-0.42710903640000814,0.2856162423240026,15
2,Imperial Guard,0.13802711197441772,-0.5154135073696968,15
7,Inhumans,0.3648411448395482,-0.17496298418122816,222
3,Invisible Woman,-0.0716235726253808,0.3316586819312584,557
4,Iron Man,0.3379473016606931,0.4261541531793505,2392
4,J. Jonah Jameson,0.31366303054718564,0.44630082088094075,245
4,Jack O' Lantern,0.5273703603533871,0.467147416555866,8
4,Jackal,0.49437299754184344,0.478640915266993,43
2,Jamie Braddock,0.07224451504908322,-0.616546628064062,12
4,Jessica Drew,0.5633572628932112,0.4063037854008213,5
0,Jessica Jones,-0.05556368153276212,0.2508246896403554,105
1,Jimmy Woo,-0.8368196045706044,-0.3160916566441715,10
3,Jocasta,-0.2994475559637972,0.4244194761197301,63
5,Johnny Storm,0.22847369217347102,-0.36064533437263424,18
2,Joseph,-0.006727089314838232,-0.5376934081754452,37
6,Jubilee,0.07466811915323446,-0.3909088267887867,213
3,Juggernaut,-0.12219897582351535,0.1967871356412687,176
3,Justice,-0.30971599685975065,0.41901908217536077,72
8,Ka-Zar,0.4370617945254269,0.14426758115414534,85
3,Kang,-0.32115124953306806,0.4311220055357472,111
9,Karma,-0.3976001556314673,-0.32626632933670424,52
7,Karnak,-0.3387829884753983,-0.02464245352884168,99
9,Kat Farrell,-0.3191329305680044,0.3304152572297662,6
4,Kingpin,0.47457049725294426,0.30441723066298393,197
2,Kitty Pryde,-0.04714166036311908,-0.3082640300210023,270
3,Klaw,-0.28614779236883686,0.218027138483515,45
3,Korath,-0.24560719555769803,0.36971485804313203,5
7,Korg,0.7642822190166909,-0.08842679158217048,6
4,Kraven the Hunter,0.41959247236335945,0.42876360934291813,48
3,Kree,-0.21226286169512826,0.3523583802938468,13
5,Lady Bullseye,0.46058441543806944,-0.0720958526784183,22
6,Lady Deathstrike,0.007407266513552546,-0.2840353877830004,73
3,Layla Miller,-0.394451142088667,0.49975371957632725,41
6,Leader,-0.3926660998796156,-0.16793593224313155,35
6,Leech,-0.6226090103469105,-0.40166766317880787,3
2,Legion,-0.16685902663323166,-0.3940384234648798,81
2,Lightspeed,-0.09610371124289338,-0.49826422405940307,21
8,Lilandra,-0.13193165310467603,0.024783022069393344,107
4,Lily Hollister,0.5189531796456802,0.5291590092849221,9
4,Liz Osborn,0.5003460625974088,0.47606768727178966,11
4,Lizard,0.4588825129330496,0.43369605084594615,81
1,Loa,0.8518290109699209,-0.20828459600327148,5
2,Lockheed,-0.019347251627766578,-0.32014811446609914,57
3,Lockjaw,-0.28983602357462046,0.24922824129214505,57
3,Loki,-0.02694001344092221,0.48540068025993205,296
2,Longshot,0.01745331649718599,-0.3542057863891777,85
1,Lord Hawal,0.7392683488815742,-0.47823548924245957,1
3,Luke Cage,-0.08518045260548213,0.42398228952158923,303
7,M.O.D.O.K.,-0.16562003664464167,0.2020002236659376,27
9,Mach IV,-0.5634443915754022,-0.10876698546527469,3
6,Machine Man,-0.15970330326742146,-0.03530412502984738,45
9,Madame Masque,-0.40730260421299774,0.35414629346629606,24
2,Madelyne Pryor,-0.1117351877287069,-0.5239349948619775,18
0,Madrox,0.4159784258156455,-0.0213478112889738,79
3,Magdalene,-0.4026161060334212,0.5323892740422791,7
3,Magneto,-0.11309837056184102,0.20094433510497536,386
8,Man-Thing,0.33185502666582045,0.05004704008313792,101
8,Mandarin,0.06802191438162246,0.19128703303113623,75
9,Mandrill,-0.5633225246632974,0.25953907018800165,1
2,Manta,-0.14145968612086401,-0.49626718506824824,9
3,Mantis,-0.28756657532523316,0.4413779551387159,32
2,Marauders,-0.06753049738192776,-0.5839090522142917,15
3,Maria Hill,-0.2435651757329703,0.2751612675456033,78
6,Mariko Yashida,-0.08955776475035838,-0.4592182709161188,12
6,Marrow,-0.15201775811244386,-0.3840548928313917,82
8,Marvel Boy,-0.13602169228040276,0.39414090504679244,39
4,Mary Jane Watson,0.4471574191128916,0.475397411417277,341
3,Masque,-0.26471938353794155,-0.10327564279460642,34
2,Mastermind,-0.08737903862737523,-0.30011268775266886,50
0,Maximus,0.27881446660326864,-0.11588144957057885,25
4,May Parker,0.477336740160557,0.4715186299905019,152
7,Medusa,-0.10878986196485016,0.22302273223835128,134
2,Meggan,0.07769419375432737,-0.51919177403788,11
2,Meltdown,-0.037054488387470066,-0.5410777991548518,70
4,Menace,0.46624559851826425,0.4591294073516498,31
7,Mentor,0.7642823106462528,-0.0884263037330532,1
0,Mephisto,0.04996026326062347,0.30665843720774005,96
9,Mercury,-0.18523596665783992,-0.3211671167946427,16
1,Miek,0.7972028792945209,-0.36169141673418975,2
2,Mikhail Rasputin,-0.08676977278338578,-0.6779809391687519,4
2,Mimic,0.06544198307873464,-0.34387285308865406,40
2,Mister Sinister,0.09256127592013648,-0.31374672749104954,83
0,Misty Knight,-0.3911143904577775,-0.0658150451881513,101
3,Mockingbird,0.0032969801772630577,0.3844919355652806,77
2,Moira MacTaggert,-0.1006051658118793,-0.58575240147283,25
2,Mojo,-0.025924023331475657,-0.3831989767983663,45
8,Mole Man,0.1618322600166614,0.28905156914151636,59
9,Molecule Man,-0.4282396301120844,0.310995276643879,4
0,Molly Hayes,0.042287665565257364,-0.1574523984011385,12
4,Molten Man,0.5830300251113919,0.3502730933135747,7
3,Moon Knight,-0.03430314189042511,0.41978524507303633,191
3,Moondragon,-0.28311308026327453,0.40572573257703864,43
9,Moonstone,-0.10214526353261244,0.32482017790154644,25
8,Morbius,0.4405378320005928,0.25142673181053854,65
4,Morlun,0.5265539088227602,0.5118701813352737,2
2,Morph,-0.002056836124606443,-0.4909047650972523,23
4,Mr. Fantastic,0.058836812395582354,0.4163946453578924,496
1,Mr. Fixit,-0.815038157813174,-0.36606446808358395,8
4,Mr. Hyde,0.1680857875959912,0.296304989887157,23
4,Mr. Negative,0.3699288514528607,0.4482304900260737,20
5,Multiple Man,0.31788242628735086,-0.20621089474642773,34
3,MVP,-0.42914823635429683,0.4788484156384964,4
4,Mysterio,0.4912995367389788,0.4397707202249344,64
6,Mystique,0.07671249468713416,-0.23846072984458533,176
3,Namor,-0.3380902978415872,0.35746001175408765,197
9,Namora,-0.5140746613056169,0.23634163160119354,46
9,Namorita,-0.38087708392264213,0.25139433832780095,48
8,Natasha Romanoff,-0.14394690379357725,0.32842803802655357,19
8,Nebula,0.057702037463332315,0.018379693517399008,21
2,Nemesis,0.00196224295932185,-0.5975816116469576,15
8,New Mutants,-0.004817440857919253,-0.08110309389457582,231
9,New Warriors,0.19106477107208306,0.43940752713707415,69
3,Nick Fury,-0.27998677835528374,0.21516954791648185,461
9,Night Thrasher,-0.47733003560447385,0.1587035549855296,14
8,Nightcrawler,-0.16232072786498744,0.052655808865781126,565
6,Nighthawk,-0.29153375521889774,0.02681999146613919,43
8,Nightmare,0.1729644878479384,0.08424127054948097,38
7,Nitro,0.5875381703107814,-0.24563718219944167,7
2,Nocturne,-0.14639607553564007,-0.46040069527944627,28
4,Norman Osborn,0.23670884178869026,0.478453274572428,175
2,Northstar,-0.028288236070331724,-0.4051077436328538,91
0,Nova,-0.18233098929642302,0.2822820836361838,155
0,Odin,-0.16638260391715978,0.17144139765153552,194
1,Omega Flight,0.880056438992974,-0.04150492712090153,6
2,Omega Red,-0.006488095632892119,-0.5191805980921664,43
2,Onslaught,0.1142480973903283,-0.4531013731763025,37
3,Orphan-Maker,-0.39445114209736953,0.49975371956947984,1
2,Ozymandias,0.004954151883002538,-0.5837616752376862,15
4,Paladin,0.3347299079080483,0.4273908437344667,24
3,Patriot,-0.2654598908484523,0.39472502587808295,74
0,Pepper Potts,0.3237062902666189,-0.019352413453273133,76
0,Pestilence,-0.5023362490819008,0.08018595108583665,10
4,Peter Parker,0.4664839800798673,0.43096753811178057,170
8,Peter Quill,0.2686826224854001,0.04168419083299476,6
5,Pip,0.3248400619201936,-0.027093059746705537,12
2,Pixie,-0.049206191532924846,-0.5942467460740929,39
8,Polaris,0.0749541212358467,-0.2629243735194107,250
2,Post,-0.025394503889986056,-0.5977802075727536,13
8,Power Pack,-0.06309722129784989,0.029748919692709357,91
1,Praxagora,0.7707792519484075,-0.41846312220321386,3
1,Preak,-0.8732930167969324,-0.1991297886920369,3
1,Prince of Orphans,0.8701893258619949,-0.12893986944531188,11
2,Prism,-0.04055802129243413,-0.6319444321760137,5
9,Prodigy,-0.21556851410323502,-0.025691087639380848,11
6,Professor X,-0.10777935969461878,-0.36160804272385655,397
2,Proteus,-0.023200031930230187,-0.5917190697186443,13
4,Prowler,0.448083059347183,0.29166165405100924,25
2,Psylocke,-0.023563874927358123,-0.2610600593446298,377
6,Puck,0.1538165559575445,-0.3132241235568991,57
4,Puma,0.4142477617924598,0.3711865103254137,32
8,Punisher,0.2383132049090244,0.2736626724053682,534
8,Puppet Master,-0.10861062515150599,-0.09615748107042202,32
6,Purifiers,-0.27631291090174825,-0.4192257490030045,12
9,Purple Man,-0.4097965140508821,-0.07714753399327567,12
2,Pyro,0.014460049964279778,-0.4066911955748096,44
6,Quentin Quire,0.1781673567582127,-0.2955479066589409,35
3,Quicksilver,-0.29863554076044974,0.4054131174823138,334
2,Rachel Grey,0.038950131470214006,-0.492801907774685,80
3,Rage,-0.3384846654988786,0.3667045868298844,31
1,Ravenous,0.8207091002576219,-0.30364594577813553,5
2,Raza,0.012540714731509833,-0.46451854387211344,34
6,Reaper,-0.34685561551273175,-0.42481680190042365,16
3,Red Hulk,-0.06144508095931396,0.30699496852462904,71
1,Red She-Hulk,0.7560126393602183,-0.4474471522716788,18
1,Red Shift,0.8814759323196973,-0.002087633704766388,2
3,Red Skull,-0.07704956171848473,0.4329817273558323,158
8,Red Wolf,-0.18092876771743396,0.22992469967030527,25
3,Reptil,-0.10169892849775834,0.4589627201318181,51
4,Rhino,0.3763951053805178,0.42643127768515654,53
3,Rick Jones,-0.22224560543006733,0.3468249923339453,52
2,Rictor,-0.15594982101746852,-0.41321615417438806,106
2,Riptide,-0.055039935154779604,-0.6434046563892715,11
2,Risque,0.2395878425391771,-0.4410720453767711,13
4,Robbie Robertson,0.35038106560812066,0.431365828032237,62
8,Rocket Raccoon,-0.4602995638061305,-0.09686771665640229,58
9,Rockslide,-0.28071648509138625,-0.4339747321591387,17
6,Rogue,-0.2173895151622246,-0.14660354319395236,558
8,Ronan,0.3163777585609414,0.09977899346311299,46
5,Runaways,0.24770847675534255,2.2705583739625275e-05,100
3,S.H.I.E.L.D.,-0.1894276706701152,0.22856113816526372,128
6,Sabretooth,-0.06593297094025144,-0.15070191124050916,258
7,Sally Floyd,-0.806462328958012,-0.008704966669157002,7
1,Salo,-0.8960612216359939,-0.07793433454814519,1
6,Sauron,-0.1382727456685157,-0.26725774614796055,54
2,Scalphunter,-0.040558021472723714,-0.6319444321644921,8
3,Scarlet Witch,-0.3009857506403663,0.38234333296146894,456
2,Scrambler,0.06311424421936433,-0.6900566065413222,2
2,Sebastian Shaw,0.10421468139333757,-0.39980035725336727,30
5,Secret Warriors,0.46058441543791784,-0.07209585267931445,40
2,Selene,-0.08533815353203446,-0.3406294208494762,24
2,Sentinel,-0.011770362591412618,-0.3739774163818104,51
2,Sentinels,-0.042321399742330235,-0.3543718223292923,54
8,Serpent Society,0.3337271098516111,-0.17539013812278892,7
3,Sersi,-0.25402053755481646,0.24431957628879894,44
2,Shadow King,-0.02029385118014636,-0.5728158784087299,22
1,Shalla-bal,0.11176412496865322,0.9034409003481904,5
2,Shaman,0.11196851529526823,-0.5204089066808546,47
4,Shang-Chi,0.2626429705728123,0.34245973431904453,91
8,Shanna the She-Devil,-0.2881900186923211,-0.05076668733775608,47
2,Shard,-0.08676977204986225,-0.6779809393099743,29
3,Sharon Carter,-0.23984821950578325,0.3525961623454897,102
2,Shatterstar,0.027391483587730057,-0.4110815528213854,124
3,Shi'Ar,-0.22039052313081514,-0.10714212354762158,13
4,Shriek,0.5396986058329445,0.5051606921238081,7
8,Sif,0.03598471795080438,0.1966997390333732,170
1,Silhouette,-0.75089333682657,-0.26835730582211037,2
3,Silver Surfer,-0.3209722393821105,0.3592127218896018,432
5,Sin,0.14464057160973254,0.08354727824337517,55
4,Sinister Six,0.39659686874624833,0.49507012117315846,24
7,Skaar,0.5166725850429532,-0.047720344979108785,19
2,Skin,-0.03948967298755067,-0.6577628116220097,12
5,Skreet,-0.4334241850836779,-0.16439756772969277,5
5,Skrulls,-0.058685017229991386,0.05990772019131561,85
0,Slapstick,0.028318787086959927,0.1633244474823134,27
2,Snowbird,0.11196851529526826,-0.5204089066808543,37
9,Songbird,-0.29148800982666556,0.12355296877484263,35
0,Spectrum,0.0825386457141653,0.11560523105575364,19
3,Speed,-0.39445114208633936,0.4997537195781582,3
4,Spider-Man,0.4700009058420726,0.3883768837601407,3179
9,Squirrel Girl,-0.1255991193723419,0.2120047807453584,70
9,Star Brand,-0.39626569650789406,0.10332683848272037,26
2,Starbolt,0.10768300540587449,-0.5642008355089558,9
1,Stardust,-0.8576657111540489,-0.2561670124131435,1
3,Starfox,-0.24248972603874291,0.3578322660426584,32
3,Stature,-0.33664127075601197,0.44524674066448894,25
2,Stepford Cuckoos,-0.07765094816585184,-0.5243643855554263,33
9,Stephen Strange,-0.5633225246637895,0.2595390701863249,1
9,Steve Rogers,-0.3016990080507433,0.45492210533835425,24
5,Stick,-0.43342418508384306,-0.16439756772929204,15
3,Storm,-0.3493444163172859,0.1790028752891075,766
5,Strong Guy,0.24989696902344788,-0.03338950211303302,58
2,Stryfe,0.10854318808808262,-0.3287908060419736,46
3,Sub-Mariner,-0.32028655162419595,0.38034636230278057,582
6,Sunfire,-0.08491674482305213,-0.15376770092868727,77
9,Sunspot,-0.48345916037527215,-0.05159168796752925,188
3,Super-Skrull,-0.2684973850974933,0.38598396594198725,19
9,Surge,-0.2908611682420756,-0.44283448796343483,12
3,Swordsman,-0.22349353924429546,0.34870699194537075,56
2,Synch,0.07989614858309649,-0.534090947591455,15
1,Talos,0.8092800585430605,-0.33296598668413546,1
1,Tana Nile,0.881563364499524,0.035468717017426925,6
3,Taskmaster,-0.2640064679678565,0.3203171759244426,76
1,Tenebrous,0.8315524235253384,-0.27344476914998755,2
3,Thanos,-0.2900085623882368,0.40511710596088585,189
7,The Hand,0.019325648744341138,0.30651329652447795,27
0,The Hood,-0.4714180185833797,0.1937453373972111,21
3,The Initiative,-0.3047998677478245,0.10517707267965748,15
5,The Order,0.4605844154472453,-0.0720958526243361,12
6,The Renegades,-0.2710666903425746,-0.6190376222347166,2
8,The Stranger,0.07695351248273494,-0.1895453592529537,11
2,The Watchers,0.1749751047605011,-0.520750200771499,7
3,Thing,-0.1692589376010138,0.41022574481469487,653
3,Thor,-0.031401094526307155,0.43125138304583793,1561
4,Thunderbolts,0.09861540845536676,0.3003524948819049,184
0,Thundra,-0.15487021728094139,0.27241727719937503,13
7,Tiger Shark,0.5364468784056922,-0.12487797163218263,19
1,Tiger's Beautiful Daughter,0.8418907333881908,-0.2419228526323305,9
4,Tinkerer,0.5389412711460014,0.32141872141960365,12
3,Titania,-0.19031407786493687,0.33406441727052516,27
6,Toad,-0.26694782111876814,-0.1900697726557813,48
4,Tony Stark,0.22577069627531915,0.39727823413823715,20
3,Triathlon,-0.30069089432898244,0.4134142066169005,41
6,Triton,-0.22703379811435329,0.09738134508500274,55
0,Typhoid Mary,0.13802145635309654,0.21334725295106344,31
8,U.S. Agent,-0.1634123843714941,0.44693612609057143,39
2,Uatu The Watcher,0.001470871425073533,-0.2561572527604922,46
0,Ultimates,-0.010313272010604342,0.15281936195806595,116
3,Ultron,-0.31806480627395994,0.43069449386992487,104
2,Unicorn,0.06311412890123637,-0.6900566285367018,7
2,Unus,-0.07463374383128475,-0.43376623765813627,13
4,Valeria Richards,0.1818480615398053,0.42449170669246733,9
2,Vindicator,0.06157294307944151,-0.5335861660278935,26
9,Viper,-0.4510152858626309,0.024746829421335957,49
3,Vision,-0.3040918196417222,0.4089904200579399,493
8,Warbird,-0.1907448571207293,-0.059663669515558765,30
